AREA,RAINFALL,AVG_TEMPERATURE,HUMIDITY,GROUND_WATERLEVEL,PRODUCTION
1.822229311859422,1.104574240462359,1.3411237969078413,0.711155209994103,-0.3666734246402415,2.5465689610214457
-0.6564458858593847,-1.1443523189907732,-1.1303462510147786,-0.836128092085118,-0.04204978827086714,-0.5789219280517087
0.8998437705836838,0.7343560740480439,0.10538877294653042,1.1559991593418786,0.5029387983346523,0.9731528881212397
-0.567730768997257,-1.1110207798923781,-1.1303462510147786,-1.590428701848738,0.602458453280008,-0.27211856210942414
1.6677643388831644,0.3896127268017877,0.9650305287457038,0.9045656227540056,0.4128972057650446,0.928463931726555
-0.8027314508979994,-1.1548279455645545,-0.8617082023275372,-0.836128092085118,0.792019700794971,-0.72502745487678
1.8904959088774422,0.8919666374990258,1.717217065069979,0.5177447972342004,0.6166755468436299,1.6850753240741152
-0.653299959729522,-1.0649518312099537,-1.2378014704896767,-1.2036078763289326,0.8678441998009563,-0.21867421833945425
1.6617870792364253,0.043202802600611934,0.9113029190082548,0.24697021937033564,1.67347950173955,0.9425090323077416
-1.0660454679675058,-1.0649518312099537,-1.291529080227124,-0.6040355967732343,2.531244146744759,-1.036208514506707
0.15960735222699488,1.1979025499378648,0.051661163209083275,0.8078604163740544,1.9246481546968761,-0.18000459076527806
-1.1176386564972538,-1.0788796529046403,-0.7542529828526411,-1.6484518256767096,0.5503291102133929,-1.1243095999705142
0.7073130914360877,0.8791101867039305,0.48148204110866993,1.0979760355139083,0.15698952161984422,0.6630662519132232
-1.1585356961854687,-1.14720930805635,-1.1303462510147786,-0.874810174637099,-0.1794816927192155,-1.174470673474752
0.5887116763402647,0.7126905736340873,0.051661163209083275,0.5564268797861814,-1.1130708367304092,0.9311999902813316
0.4367634442678971,0.8510164608924263,-0.10952166600326196,0.5177447972342004,-1.1282357365316062,0.5393964052373202
-0.10024614609966262,0.22414544342047016,-0.6467977633777449,0.711155209994103,-0.6676019050702457,-0.6887290780500769
-0.11220066539314082,1.5655018097087348,1.3948514066452904,1.0979760355139083,-1.0514634312880462,-0.38247292381874765
0.2744336559669827,0.4229442659001828,1.1799409676954962,1.6782072737936162,-0.9282486204033202,0.1153073292469447
-1.258576147115102,-1.1247105191649331,-0.7005253731151939,-1.803180155884631,-0.5443870941855197,-1.3639883293689457
0.7129757584698405,0.997675232925364,0.9650305287457038,0.7885193750980651,-0.867589021198532,0.659235769936536
-0.9716676840716254,-0.936387323259002,-0.8079805925900901,-0.874810174637099,-0.6240028181418044,-0.898858375056921
0.14607986986858534,1.770252692741732,0.8575753092708076,0.9819297878579678,-1.3850912269143816,0.8018756225922236
-1.2699014811826075,-1.0500716798267415,-1.0766186412773315,-0.9908564222930395,-1.0268204691111011,-1.3663595801164188
-0.06469718083221432,0.16272017851057097,1.6097618455950828,-0.4879893491172938,-0.8325201904082639,0.3538916352234656
-1.168288067188043,-1.07030868570791,-0.7542529828526411,-0.02380435849352639,0.12571191577987537,-1.1295993131764157
